nct_id,title,status,start_date,completion_date,phase,enrollment,study_type,sponsor,sponsor_class,fda_regulated
NCT05507346,A Clinical Study to Evaluate the Effectiveness of a Novel Portable Non-Pneumatic Active Compression Device vs. an Advanced Pneumatic Compression Device for Treating Lower Extremity Lymphedema,COMPLETED,2022-09-06,2024-01-09,NA,121,INTERVENTIONAL,"Koya Medical, Inc.",INDUSTRY,True
NCT03357146,Optical Coherence Tomography Angiography Examinations in Chronic Retinal Artery Occlusion,COMPLETED,2017-01-09,2021-08-30,,42,OBSERVATIONAL,Semmelweis University,OTHER,True
NCT04326842,Optical Coherence Tomography Angiography Evaluation of Ocular Changes in Patients With Carotid Artery Stenosis,COMPLETED,2020-04-02,2020-07-02,,129,OBSERVATIONAL,First Affiliated Hospital of Harbin Medical University,OTHER,True
NCT07454980,Pivotal Trial to Evaluate TraNsvenous TrIcuspid Valve ReplacemenT With LuX-Valve Plus System (The TRINITY Pivotal Trial),NOT_YET_RECRUITING,2026-05,2038-12,NA,680,INTERVENTIONAL,Jenscare Innovation Inc.,INDUSTRY,True
NCT00429585,A Multicenter Randomized Trial Comparing IM Nails and Plate Fixation in Proximal Tibial Fractures,COMPLETED,2007-02,2020-12-16,NA,108,INTERVENTIONAL,Boston Medical Center,OTHER,True
NCT06850259,This Study Will Collect Clinical and Patient Reported Satisfaction Data From Males Requiring Urine Output Management Overnight in the Home Setting.,COMPLETED,2025-03-21,2025-06-15,NA,15,INTERVENTIONAL,C. R. Bard,INDUSTRY,True
NCT02954952,EEG Data Collection to Evaluate New Patient State Index Performance,TERMINATED,2016-11-11,2018-01-11,NA,44,INTERVENTIONAL,Masimo Corporation,INDUSTRY,True
NCT02844465,Stereotactic Laser Ablation for Temporal Lobe Epilepsy (Slate),COMPLETED,2016-12,2023-12-11,NA,167,INTERVENTIONAL,MedtronicNeuro,INDUSTRY,True
NCT01910792,Ultraviolet Light And Vitamin D In Subjects With Fat Malabsorption Or After Gastric Bypass Surgery,COMPLETED,2011-03,2014-02,NA,19,INTERVENTIONAL,Boston University,OTHER,True
NCT06461663,CairnSurgical Breast Cancer Locator (BCL) Post-Market Study,COMPLETED,2022-07-22,2024-04-19,NA,35,INTERVENTIONAL,"CairnSurgical, Inc.",INDUSTRY,True
NCT04694599,The Effect of Continuous Pulse Oximetry Monitoring and Early Intervention Using Wearable Device on the Incidence of Postoperative Hypoxemia,UNKNOWN,2021-02-01,2021-07-01,NA,94,INTERVENTIONAL,Seoul National University Hospital,OTHER,True
NCT04526626,Endovenous RFA Versus Ligation and Striping for Varicose Veins,UNKNOWN,2020-02-01,2022-06-30,NA,300,INTERVENTIONAL,The University of Hong Kong-Shenzhen Hospital,OTHER,True
NCT05309993,INvestigation of TENS Efficacy Versus Posterior Tibial Nerve Stimulation for Overactive Bladder,TERMINATED,2022-06-30,2025-08-01,NA,27,INTERVENTIONAL,University of New Mexico,OTHER,True
NCT03369977,BioGlue as an Adjunct for Structural Repair and Hemostasis in Chinese Acute Type A Aortic Dissections Patients,ACTIVE_NOT_RECRUITING,2017-11-01,2020-11,NA,202,INTERVENTIONAL,"CryoLife, Inc.",INDUSTRY,True
NCT04774965,The Effects of SlumberCurve™ Following Rotator Cuff Surgery: a Randomized Control Trial,WITHDRAWN,2023-06-30,2024-06-24,NA,0,INTERVENTIONAL,University of Alabama at Birmingham,OTHER,True
NCT03419091,LithoVue Single Use Disposable Ureteroscope,UNKNOWN,2017-12-01,2023-12-30,NA,40,INTERVENTIONAL,University of British Columbia,OTHER,True
NCT06225362,Quatera 700 vs. Centurion,COMPLETED,2024-01-10,2025-10-06,NA,80,INTERVENTIONAL,"Carolina Eyecare Physicians, LLC",OTHER,True
NCT02500459,Topotecan in Glioma Undergoing A Clinically-Indicated Surgical Resection,TERMINATED,2015-07-06,2018-11-19,EARLY_PHASE1,9,INTERVENTIONAL,"Michael Vogelbaum, MD, PhD",OTHER,True
NCT02615990,Impact of the Erigo Machine on Functional Recovery in ICU Patients,TERMINATED,2016-11,2016-11,NA,2,INTERVENTIONAL,Lisa J. Fryman,OTHER,True
NCT03812276,Neodent Implantable Devices of GM Line,COMPLETED,2019-02-14,2023-01-28,,43,OBSERVATIONAL,Neodent,INDUSTRY,True
NCT07213167,Clinical Evaluation of Low Contrast Visual Performance and Low Light Phenomena in Patients With Various Intraocular Lens Implants,RECRUITING,2025-09-24,2026-08,,120,OBSERVATIONAL,"Dr. Daniel H. Chang, MD",OTHER,True
NCT07489001,Opioid Free and Opioid Based Anesthesia in Elective Lumbar Spine Surgery,RECRUITING,2025-12-09,2026-12-10,,75,OBSERVATIONAL,Marmara University,OTHER,True
NCT05179837,Endoscopic Optical Coherence Tomography for Screening and Diagnosis of Colorectal Precancerous and Malignant Polyps,TERMINATED,2022-01-24,2023-04-22,NA,36,INTERVENTIONAL,Washington University School of Medicine,OTHER,True
NCT05171595,Real Time ST-segment Deviation Detection in High-risk Patients Detected by Wireless Single-lead ECG,COMPLETED,2018-02-20,2020-06-09,,698,OBSERVATIONAL,"Rigshospitalet, Denmark",OTHER,True
NCT05085730,Assessment Skin Quality and Efficacy of Dermal Line After Four Bipolar Radiofrequency Microneedling Treatments,COMPLETED,2022-01-14,2022-12-22,NA,13,INTERVENTIONAL,University of Texas Southwestern Medical Center,OTHER,True
NCT05364502,(HALT) Embrace Hydrogel Embolic System (HES) Study of Embolization in Peripheral Arterial Bleeds,ACTIVE_NOT_RECRUITING,2022-12-12,2026-03,NA,130,INTERVENTIONAL,"Instylla, Inc.",INDUSTRY,True
NCT05786196,Multicenter Glaucoma Study Investigating Standalone Canaloplasty,RECRUITING,2023-05-09,2026-12,NA,86,INTERVENTIONAL,"Nova Eye, Inc.",INDUSTRY,True
NCT04384679,Benefit of Topical Hemostatic Powder Containing Hydrophilic Polymer With Potassium Ferrate for Hemostasis Following Nail Surgery,WITHDRAWN,2022-06,2023-12,PHASE4,0,INTERVENTIONAL,Weill Medical College of Cornell University,OTHER,True
NCT05553782,Drug Screening Using Novel IMD in Salivary and Head and Neck Cancers,RECRUITING,2023-11-01,2029-08-01,EARLY_PHASE1,30,INTERVENTIONAL,Brigham and Women's Hospital,OTHER,True
NCT05394324,A Post-market Clinical Study to Collect Safety and Performance Data on Johnson & Johnson Surgical Vision Products,COMPLETED,2022-06-21,2025-05-31,,1674,OBSERVATIONAL,"Johnson & Johnson Surgical Vision, Inc.",INDUSTRY,True
NCT04918680,Prospective Post-market Study Examining the Effectiveness of the EcoFit®,NOT_YET_RECRUITING,2021-06-21,2027-03-30,,500,OBSERVATIONAL,"Implantcast North America, LLC",INDUSTRY,True
NCT03718442,Low Energy Dissection Vs. Electrocautery in Lumpectomy Shaved Surgical Margins,UNKNOWN,2019-03-15,2020-06-15,,20,OBSERVATIONAL,"Invuity, Inc.",INDUSTRY,True
NCT05674123,Evaluating the Safety and Effectiveness of the Flex Robotic System for the Surgical Removal of Colorectal Lesions,COMPLETED,2020-01-15,2022-06-10,NA,2,INTERVENTIONAL,Mayo Clinic,OTHER,True
NCT06472661,FUSA With Intratumoral PolyICLC in Regionally Advanced Resectable Melanoma,RECRUITING,2024-09-27,2026-08,EARLY_PHASE1,11,INTERVENTIONAL,University of Virginia,OTHER,True
NCT07120386,Irrigating vs Traditional Negative Pressure Wound Therapy to Treat Necrotizing Soft Tissue Infections,RECRUITING,2025-08-01,2026-10,NA,30,INTERVENTIONAL,HealthPartners Institute,OTHER,True
NCT06844279,The Effects of Anesthesia Depth Monitoring on Postoperative Recovery and Cognitive Functions in the Geriatric Patient Population,RECRUITING,2025-01-10,2025-04,NA,75,INTERVENTIONAL,Aslıhan Güleç,OTHER,True
NCT03057886,Study to Evaluate the Accuracy of the New Monitor of Temperature in Comparison With the Consecrated Thermometers by Literature,UNKNOWN,2018-07-25,2019-05,,210,OBSERVATIONAL,Ricardo Caio Gracco De Bernardis,OTHER,True
NCT04226482,Review of Efficacy of Used ultraSonic Energy Device,COMPLETED,2019-05-27,2020-05-14,NA,100,INTERVENTIONAL,"University of Split, School of Medicine",OTHER,True
NCT03760510,Endotracheal Tube Securement Study,COMPLETED,2017-05-17,2018-06-30,NA,500,INTERVENTIONAL,Vanderbilt University Medical Center,OTHER,True
NCT05672368,The da Vinci Single Port Robotic System for Use in Abdominal and Pelvic Surgical Procedures,RECRUITING,2024-04-26,2026-01-27,PHASE2,33,INTERVENTIONAL,City of Hope Medical Center,OTHER,True
NCT03956082,Ultravision™ System to Facilitate Low Impact Laparoscopic Surgery for Endometriosis,COMPLETED,2019-08-07,2021-04-14,NA,15,INTERVENTIONAL,Mercy Research,OTHER,True
NCT06298838,High-resolution Intra-operative PSMA PET-CT in Prostate Cancer,NOT_YET_RECRUITING,2025-05,2026-04,,10,OBSERVATIONAL,IRCCS San Raffaele,OTHER,True
NCT04442932,abioSCOPE IgE Assay to Aid in the Diagnosis of Allergies,WITHDRAWN,2020-11-15,2021-03-15,,0,OBSERVATIONAL,Abionic SA,INDUSTRY,True
NCT06511141,Sacral Neuromodulation for Male Overactive Bladder (MOAB),RECRUITING,2024-10-22,2028-03,NA,150,INTERVENTIONAL,"Axonics, Inc.",INDUSTRY,True
NCT05307783,EmboCube Gelatin Embolization to Control Bleeding or Hemorrhaging,COMPLETED,2022-11-30,2024-04-10,,101,OBSERVATIONAL,"Merit Medical Systems, Inc.",INDUSTRY,True
NCT03863522,Automated Method for Breast Cancer Detection,TERMINATED,2019-03-07,2020-12-15,NA,116,INTERVENTIONAL,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER,True
NCT06361303,"The Happiest Baby, Inc. SNOO Postmarket Surveillance Study",RECRUITING,2023-11-29,2026-05,,1000,OBSERVATIONAL,"Happiest Baby, Inc.",INDUSTRY,True
NCT03057496,Collision Warning Device for Blind and Visually Impaired,COMPLETED,2018-01-22,2019-12-05,NA,49,INTERVENTIONAL,Massachusetts Eye and Ear Infirmary,OTHER,True
NCT04719156,Fluorescent Intra-operative Tumor Margin Examination,RECRUITING,2021-03-02,2026-12-31,PHASE2,110,INTERVENTIONAL,Kurt Weiss,OTHER,True
NCT03821831,Treating Children With Obstructive Sleep Apnea After Surgery Failure,TERMINATED,2021-12-03,2023-05-08,,8,OBSERVATIONAL,University of Alberta,OTHER,True
NCT07185425,Impact of the NeuroCuple Device on Pain Management After Cesarean Delivery,RECRUITING,2025-10-13,2027-09,NA,180,INTERVENTIONAL,Inova Health Care Services,OTHER,True
NCT04583644,Pilot Trial of Fetoscopic Endoluminal Tracheal Occlusion (FETO) in Severe Left Congenital Diaphragmatic Hernia (CDH),RECRUITING,2020-10-02,2028-04,NA,10,INTERVENTIONAL,Hanmin Lee,OTHER,True
NCT05127109,The PASTDUe Nutrition Ecosystem Project (PASTDUe),ACTIVE_NOT_RECRUITING,2022-04-25,2027-02-15,PHASE4,300,INTERVENTIONAL,Duke University,OTHER,True
NCT04811963,SpO2 Accuracy Low Saturation Validation of the OxySoftN Sensor,COMPLETED,2021-04-06,2021-04-09,,10,OBSERVATIONAL,Medtronic - MITG,INDUSTRY,True
NCT04342767,The Effectiveness of a Mechanical Debridement Instrument in Reducing Bioburden in Chronic Wounds,COMPLETED,2020-05-19,2020-06-16,,28,OBSERVATIONAL,"SerenaGroup, Inc.",NETWORK,True
NCT05859971,ICG and SLN Mapping,COMPLETED,2023-04-13,2023-06-01,EARLY_PHASE1,10,INTERVENTIONAL,"University of Wisconsin, Madison",OTHER,True
NCT04016285,Total Knee Replacement With Tourniquet or Aquamantys,COMPLETED,2019-01-15,2023-04-18,NA,73,INTERVENTIONAL,Stephen Duncan,OTHER,True
NCT05505643,Cryoablation vs Lumpectomy in T1 Breast Cancers,RECRUITING,2024-04-03,2033-04-30,NA,120,INTERVENTIONAL,Washington University School of Medicine,OTHER,True
NCT03628872,Treatment of Periodontitis With Er:YAG Laser,COMPLETED,2018-03-02,2019-06-01,NA,29,INTERVENTIONAL,Columbia University,OTHER,True
NCT04559685,Study of Sonodynamic Therapy in Participants with Recurrent High-Grade Glioma,RECRUITING,2021-03-15,2028-03-31,EARLY_PHASE1,30,INTERVENTIONAL,Nader Sanai,OTHER,True
NCT03978195,A Non-invasive Device to Remove Fluid From the Middle Ear,UNKNOWN,2019-07-01,2021-11-01,NA,40,INTERVENTIONAL,Yuinvent Innovations Ltd.,INDUSTRY,True
NCT04103164,Pilot Study to Evaluate the Effect of Multiple Passes on Port Wine Stain Treatments With the Cutera Excel V™ Laser.,SUSPENDED,2020-01-15,2020-07-15,NA,10,INTERVENTIONAL,Massachusetts General Hospital,OTHER,True
NCT04329767,"A Prospective Post-Market Study to Evaluate the Clinical Utility of IRIS, a Three-dimensional (3-D) Anatomical Modeling Software for Pre-operative Surgical Planning and Intra-operative Navigation for Nephrectomy",COMPLETED,2020-09-18,2023-08-31,,122,OBSERVATIONAL,Intuitive Surgical,INDUSTRY,True
NCT03775681,Feasibility of Laryngeal Mask Airway Gastro on Patients Undergoing Endoscopic Retrograde Cholangiopancreatography for Pancreas and Bile Duct Disorders,COMPLETED,2019-01-16,2020-04-20,NA,33,INTERVENTIONAL,M.D. Anderson Cancer Center,OTHER,True
NCT03496467,Safety/Efficacy of Nepafenac Punctal Plug Delivery System Compared to Placebo to Control Ocular Pain/Inflammation After Cataract,COMPLETED,2018-03-05,2018-12-17,PHASE2,56,INTERVENTIONAL,Mati Therapeutics Inc.,INDUSTRY,True
NCT03770195,Registry Study for the Use of HEMOBLAST™ Bellows in Abdominoplasty,WITHDRAWN,2018-11-13,2018-12-12,,0,OBSERVATIONAL,Biom'Up France SAS,INDUSTRY,True
NCT06477003,Multispectral Optoacoustic Tomography in Head and Neck Squamous Cell Cancer,SUSPENDED,2026-05,2027-11,NA,100,INTERVENTIONAL,University of Oklahoma,OTHER,True
NCT05708885,Striated Esophageal Motor Function Modulation in Health and Disease,RECRUITING,2022-09-13,2026-04,NA,557,INTERVENTIONAL,Medical College of Wisconsin,OTHER,True
NCT05506358,Evaluation of Low-cost Techniques for Detecting Sickle Cell Disease and β-thalassemia in Nepal and Canada,COMPLETED,2022-09-20,2023-03-30,NA,145,INTERVENTIONAL,University of British Columbia,OTHER,True
NCT05690880,ForeseeHome NRich Registry,ACTIVE_NOT_RECRUITING,2022-12-15,2027-12-15,,20000,OBSERVATIONAL,Notal Vision Inc.,INDUSTRY,True
NCT05643144,Enhancing Shared Decision-making to Guide Care for People With Dementia and Diabetes,RECRUITING,2023-06-07,2026-08-17,NA,62,INTERVENTIONAL,Indiana University,OTHER,True
NCT07485582,Exploration of Current and New Technologies for Accuracy of Diagnosing OSA,NOT_YET_RECRUITING,2026-04,2026-10,,90,OBSERVATIONAL,ResMed,INDUSTRY,True
NCT06400563,MRg-NIRS Imaging System Breast Cancer Trial,RECRUITING,2024-09-23,2027-03-31,NA,20,INTERVENTIONAL,Keith D. Paulsen,OTHER,True
NCT07146932,Evaluating the Bambini Teens Exoskeleton for Pediatric Cerebral Palsy,NOT_YET_RECRUITING,2025-10,2026-01,NA,20,INTERVENTIONAL,"COSMO ROBOTICS CO., Ltd",INDUSTRY,True
NCT07044596,Non-invasive Stimulation of the Glymphatic System for Slowing Cognitive Decline,RECRUITING,2025-11-13,2026-08,NA,55,INTERVENTIONAL,"University of Wisconsin, Madison",OTHER,True
NCT04425720,Use of Remote Monitoring for COVID-19 Patient,COMPLETED,2020-09-01,2021-12-10,NA,300,INTERVENTIONAL,Montefiore Medical Center,OTHER,True
NCT05489380,Optical Diagnosis Versus Laser Measurement of Polyps' Size During Colonoscopy and Implications for Surveillance,COMPLETED,2023-06-19,2026-03-01,NA,138,INTERVENTIONAL,Radboud University Medical Center,OTHER,True
NCT04250779,Evaluating Efficacy of Smart Device in Assisting With Inhaler Technique and Adherence,UNKNOWN,2019-07-01,2021-12-01,EARLY_PHASE1,50,INTERVENTIONAL,Landon Pediatric Foundation,OTHER,True
NCT03041090,Patterns and Prevalence of FDG Extravasation in PET/CT Scans,COMPLETED,2016-03,2017-12,NA,133,INTERVENTIONAL,St. Louis University,OTHER,True
NCT07288008,Transcranial Alternating Current Stimulation (tACS) for the Treatment of Anxiety in Veterans: An Open-Label Pilot Study,RECRUITING,2025-12-15,2028-06-30,NA,40,INTERVENTIONAL,Birmingham VA Health Care System,FED,True
NCT02682030,The Use of Airway Clearance Devices in ALS,COMPLETED,2016-03,2018-12,NA,5,INTERVENTIONAL,Cedars-Sinai Medical Center,OTHER,True
NCT04967729,COVID-19 and Lung Ultrasound Utility,COMPLETED,2021-06-10,2022-06-06,NA,26,INTERVENTIONAL,Rocket Doctor Inc.,OTHER,True
NCT06499805,Barriers and Facilitators to OTC Hearing Aids Success,RECRUITING,2025-03-15,2029-04-01,NA,360,INTERVENTIONAL,Yu-Hsiang Wu,OTHER,True
NCT03663179,Transcranial Magnetic Stimulation for Attention Deficit/Hyperactivity Disorder (ADHD),COMPLETED,2017-01,2020-01-01,NA,32,INTERVENTIONAL,University of Pennsylvania,OTHER,True
NCT05554042,Kintsugi Voice Device Study,COMPLETED,2022-09-23,2023-07-05,,132,OBSERVATIONAL,"Kintsugi Mindful Wellness, Inc.",INDUSTRY,True
NCT05569486,Elucidating the Central Mechanisms of Action for Green Light Therapy in Managing Chronic Pain,NOT_YET_RECRUITING,2026-12-01,2029-12-30,NA,70,INTERVENTIONAL,University of Arizona,OTHER,True
NCT06359080,Transcranial Photobiomodulation for Reducing Autism Symptoms in Children - Open Label Study (TPBMASDOL),COMPLETED,2022-05-08,2022-12-11,NA,25,INTERVENTIONAL,JelikaLite LLC,INDUSTRY,True
NCT04917354,Superb Micro-vascular Imaging for Evaluation of Hepatic Lesions,UNKNOWN,2017-04-18,2024-04,,150,OBSERVATIONAL,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,True
NCT05864118,Comparison of Nasopharyngeal Swab v. Nasopharyngeal Saline Wash or Saliva Collection in Testing for Respiratory Viruses,RECRUITING,2023-08-21,2026-12,NA,1000,INTERVENTIONAL,University of Nebraska,OTHER,True
NCT03434392,QST Study: Predicting Treatment Response in Chronic Pancreatitis Using Quantitative Sensory Testing,RECRUITING,2017-10-24,2026-06-30,NA,500,INTERVENTIONAL,Anna Evans Phillips,OTHER,True
NCT06294106,eTMS for Veterans and First Responders With PTSD,RECRUITING,2024-06-10,2026-04,NA,20,INTERVENTIONAL,Virginia Polytechnic Institute and State University,OTHER,True
NCT06822218,High Tone Power Therapy Versus Transcutanuoselectrical Nerve Stimulation on Polyneuropathic Pain in Diabetic Patients,RECRUITING,2023-01-01,2025-02-28,NA,60,INTERVENTIONAL,Cairo University,OTHER,True
NCT05706025,Study to Evaluate EnteroTracker® as a Sampling Method to Screen for Barrett's Esophagus/Esophageal Cancer,ENROLLING_BY_INVITATION,2023-05-31,2029-03-01,NA,60,INTERVENTIONAL,"University of Colorado, Denver",OTHER,True
NCT05265234,Dupilmuab for Atopic Dermatitis Monitored With Noninvasive Imaging.,UNKNOWN,2022-03-01,2024-03-01,PHASE4,15,INTERVENTIONAL,OptiSkin Medical,OTHER,True
NCT05633316,Automated Intracytoplasmic Sperm Injection (ICSIA),UNKNOWN,2022-12-05,2024-11-30,NA,10,INTERVENTIONAL,Overture Life,INDUSTRY,True
NCT03486444,"Exploring New and Next Generation Ultrasound Technologies for Medical Education, Patient Care, and New Indications",WITHDRAWN,2022-10-01,2024-12-31,NA,0,INTERVENTIONAL,University of Cincinnati,OTHER,True
NCT06951009,Establishing Baseline Sysmex UF-5000 Flow Cytometer Results in Healthy Men,COMPLETED,2025-04-09,2025-05-07,NA,20,INTERVENTIONAL,Indiana University,OTHER,True
NCT06716411,Confirming the Effects of Acupuncture Treatments to Relieve Symptoms of Gulf War Illness,RECRUITING,2026-02-03,2028-09-30,NA,200,INTERVENTIONAL,University of Utah,OTHER,True
NCT04678544,Cooling Cap Trial to Prevent Permanent Chemotherapy-induced Alopecia in Breast Cancer Patients,COMPLETED,2020-12-23,2022-08-30,NA,170,INTERVENTIONAL,Samsung Medical Center,OTHER,True
NCT05868902,A Registry of Cardiac PET and CardioFlux Magnetocardiography in Patients With Suspected Coronary Ischemia.,RECRUITING,2023-08-28,2025-12-31,,300,OBSERVATIONAL,Genetesis Inc.,INDUSTRY,True
NCT04395911,Safety and Efficacy of SCD in AKI or ARDS Patients Associated With COVID-19 Infections,COMPLETED,2020-09-10,2021-07-21,NA,22,INTERVENTIONAL,SeaStar Medical,INDUSTRY,True
NCT04918693,A Study to Evaluate the Performance and Potential Benefits of an Assistive Artificial Intelligence Device ScanNav Anatomy Peripheral Nerve Block - US V1.0 for Ultrasound-guided Regional Anesthesia,COMPLETED,2021-05-16,2021-11-30,,34,OBSERVATIONAL,IntelligentUltrasound Limited,INDUSTRY,True
NCT06933420,Clinical Protocol CERN Feasibility Study,RECRUITING,2024-11-06,2025-05,NA,9,INTERVENTIONAL,Cern Corporation,INDUSTRY,True
NCT02994693,Natural History of Barrett's Esophagus Using Tethered Capsule Endomicroscopy,ACTIVE_NOT_RECRUITING,2016-12,2029-12,,100,OBSERVATIONAL,Massachusetts General Hospital,OTHER,True
NCT05442853,Continuous Glucose Monitoring for Hyperglycemia in Critically Ill Patients,COMPLETED,2023-04-01,2024-08-01,NA,85,INTERVENTIONAL,Malcom Randall VA Medical Center,FED,True
NCT06612281,Evaluation of Gixam's Performance in a FIT Negative Population,RECRUITING,2024-11-01,2025-04-30,PHASE2,400,INTERVENTIONAL,Jubaan Ltd.,INDUSTRY,True
NCT06509100,Altitudes: A Digital Intervention to Support Caregivers,COMPLETED,2024-09-03,2025-08-31,NA,17,INTERVENTIONAL,"University of North Carolina, Chapel Hill",OTHER,True
NCT02214212,TWILIGHT Study: Effect of Light Exposure During Acute Rehabilitation on Sleep After TBI,COMPLETED,2013-12,2017-03,NA,131,INTERVENTIONAL,University of Washington,OTHER,True
NCT04254172,A Low Interventional Study to Monitor Activity Using Wearable Sensors in Duchenne Muscular Dystrophy,TERMINATED,2020-02-19,2020-08-19,,2,OBSERVATIONAL,Pfizer,INDUSTRY,True
NCT06463860,Multi-Center Study to Evaluate the Performance of DermDx for Primary Care Physicians in the Detection of Skin Cancers,COMPLETED,2024-06-12,2024-11-27,,81,OBSERVATIONAL,MetaOptima Technology Inc.,INDUSTRY,True
NCT04134520,Establish ProLung Test Measurement Collection Protocol for Future Studies.,UNKNOWN,2020-02-14,2024-10-16,,500,OBSERVATIONAL,Fresh Medical Laboratories,INDUSTRY,True
NCT07488780,Language Network Prehab Via fMRI Neurofeedback,NOT_YET_RECRUITING,2026-04,2026-12,NA,4,INTERVENTIONAL,Yale University,OTHER,True
NCT06368453,"A Study to Evaluate the Performance, Usability, and Result Interpretation of INSTI® HIV Self-Test",COMPLETED,2024-05-02,2025-01-08,NA,1728,INTERVENTIONAL,bioLytical Laboratories,INDUSTRY,True
NCT03940170,Clinical Effectiveness of(VistaProof)in Comparison With ICDAS-II & Histological Validation for Detecting Occlusal Caries,COMPLETED,2020-05-01,2021-08-09,,24,OBSERVATIONAL,Mohamed samy El-sayed,OTHER,True
NCT05592769,A Pilot Study to Assess the Suitability of the HealthBeacon Injection Care Management System (ICMS) as a Remote Therapeutic Monitoring (RTM) Device,UNKNOWN,2022-11-10,2023-11,NA,10,INTERVENTIONAL,HealthBeacon Plc,INDUSTRY,True
NCT02816255,The Efficacy of a New Mathematical Formula to Predict Continuous Positive Air Pressure With an Oronasal Mask Interface.,TERMINATED,2017-01,2018-03-09,NA,11,INTERVENTIONAL,Weill Medical College of Cornell University,OTHER,True
NCT07221097,Prospective Clinical Evaluation of the BioFire Emerging Coronavirus Panel for the Detection of COVID-19 and Other Coronaviruses,RECRUITING,2025-09-29,2026-08,,1500,OBSERVATIONAL,BioFire Defense LLC,INDUSTRY,True
NCT03418753,Non-invasive Diagnostic for Assessing Elevated Intracranial Pressure,COMPLETED,2018-05-10,2023-05-10,,60,OBSERVATIONAL,"Oculogica, Inc.",INDUSTRY,True
NCT05806216,Dynamic Quantification of Social-Visual Engagement in Autism Spectrum Disorder (ASD),COMPLETED,2023-08-23,2025-08-31,,929,OBSERVATIONAL,"EarliTec Diagnostics, Inc",INDUSTRY,True
NCT04634006,"Home-Based tDCS in Children With ADHD: A Randomized, Sham-Controlled tDCS and fNIRS Study",UNKNOWN,2020-11-05,2022-06,NA,75,INTERVENTIONAL,Onze Lieve Vrouw Hospital,OTHER,True
NCT03922802,SCI Acute Intermittent Hypoxia and Non-Invasive Spinal Stimulation Combined With Gait Training,COMPLETED,2020-12-01,2023-01-03,NA,14,INTERVENTIONAL,Shirley Ryan AbilityLab,OTHER,True
NCT05523518,"Which Technique is Effective in Reducing the Pain of Peripheral Intravenous Catheterization in Pediatric Patients, Infra-Red Light or Buzzy®?",UNKNOWN,2022-08-31,2022-11-20,NA,90,INTERVENTIONAL,Uludag University,OTHER,True
NCT03505372,Role of Contrast Enhanced Spectral Mammography to Predict Upgrade Rates of Biopsy Proven Atypical Ductal Hyperplasia,TERMINATED,2018-05-10,2019-06-28,NA,5,INTERVENTIONAL,Dana-Farber Cancer Institute,OTHER,True
NCT05353569,Coherent Optical Detection of Middle Ear Disease,RECRUITING,2022-05-24,2028-04,NA,235,INTERVENTIONAL,Medical College of Wisconsin,OTHER,True
NCT05196880,Biofilm Correlation and Validation,COMPLETED,2022-02-15,2023-11-08,,40,OBSERVATIONAL,MolecuLight Inc.,INDUSTRY,True
NCT06728969,A Comparative Study to Evaluate a Novel Algorithm As a Diagnostic Aid for ADHD in Youth Ages 6-17.,RECRUITING,2024-06-02,2026-06,NA,120,INTERVENTIONAL,MindTension,INDUSTRY,True
NCT06338813,Digital Manometry for Intra-Abdominal Pressure Measurement in Ileus,COMPLETED,2022-10-30,2023-03-01,NA,30,INTERVENTIONAL,Ankara City Hospital Bilkent,OTHER,True
NCT03342560,Beyond Confounders: Addressing Source of Measurement Variability and Error in Shear Wave Elastography,COMPLETED,2017-06-29,2018-08-30,NA,30,INTERVENTIONAL,Massachusetts General Hospital,OTHER,True
NCT05466942,RDS MultiSense® SpO2 Calibration,COMPLETED,2022-03-15,2022-10-20,NA,16,INTERVENTIONAL,Rhythm Diagnostic Systems,INDUSTRY,True
NCT06949969,Alesis OSA-1 Obstructive Sleep Apnea Treatment,COMPLETED,2025-05-01,2025-11-30,NA,35,INTERVENTIONAL,"Photonica USA, LLC",INDUSTRY,True
NCT03492554,Electrocardiogram Clinical Validation Study,COMPLETED,2018-03-12,2018-05-14,NA,602,INTERVENTIONAL,Apple Inc.,INDUSTRY,True
NCT04805541,Detection and Classification of Diabetic Retinopathy From Posterior Pole Images With A Deep Learning Model,COMPLETED,2022-02-01,2022-07-04,,900,OBSERVATIONAL,Ural Telekomunikasyon Sanayi Ticaret Anonim Sirketi,INDUSTRY,True
NCT04496557,Feasibility Open Label Study Evaluating The Use Of Process-Instructed Self Neuro-Modulation (PRISM) For Post-Traumatic Stress Disorder,WITHDRAWN,2020-10-01,2021-04-01,NA,0,INTERVENTIONAL,NYU Langone Health,OTHER,True
NCT04904510,Evaluation of the INDICAID™ COVID-19 Rapid Antigen Test,COMPLETED,2020-11-20,2021-03-09,,297,OBSERVATIONAL,"University of California, Los Angeles",OTHER,True
NCT06045325,Assessment of Measurement Variability Across Automated Biometry Devices,COMPLETED,2023-07-25,2024-02-16,,204,OBSERVATIONAL,Berkeley Eye Center,OTHER,True
NCT03365154,Feasibility Clinical Trial of the Cardio Flow Orbital Atherectomy System to Treat Peripheral Artery Disease (PAD),COMPLETED,2018-01-25,2018-11-06,NA,10,INTERVENTIONAL,"Cardio Flow, Inc.",INDUSTRY,True
